"datetime","Temperature","Humidity","CO2"
"2025-10-22T21:27:37+09:00",22.6,68.7,1697
"2025-10-22T21:28:37+09:00",22.7,68.5,1696
"2025-10-22T21:29:37+09:00",22.6,68.3,1696
"2025-10-22T21:30:37+09:00",22.6,68.2,1688
"2025-10-22T21:31:37+09:00",22.6,68.4,1683
"2025-10-22T21:32:36+09:00",22.5,68.5,1678
"2025-10-22T21:33:36+09:00",22.5,69,1676
"2025-10-22T21:34:36+09:00",22.5,69.3,1668
"2025-10-22T21:35:36+09:00",22.5,69.6,1675
"2025-10-22T21:36:36+09:00",22.5,69.8,1690
"2025-10-22T21:37:36+09:00",22.5,69.4,1694
"2025-10-22T21:38:36+09:00",22.5,70,1713
"2025-10-22T21:39:36+09:00",22.5,70.8,1723
"2025-10-22T21:40:35+09:00",22.5,70.7,1740
"2025-10-22T21:41:35+09:00",22.6,70.8,1769
"2025-10-22T21:42:35+09:00",22.6,70.9,1776
"2025-10-22T21:43:35+09:00",22.6,71.3,1796
"2025-10-22T21:44:35+09:00",22.6,71.4,1824
"2025-10-22T21:45:35+09:00",22.6,71.4,1835
"2025-10-22T21:46:35+09:00",22.6,71.6,1863
"2025-10-22T21:47:35+09:00",22.6,71.4,1886
"2025-10-22T21:48:35+09:00",22.7,71.5,1902
"2025-10-22T21:49:36+09:00",22.6,71.6,1909
"2025-10-22T21:50:36+09:00",22.6,71.6,1928
"2025-10-22T21:51:35+09:00",22.6,72,1935
"2025-10-22T21:52:35+09:00",22.6,71.8,1937
"2025-10-22T21:53:35+09:00",22.6,71.7,1954
"2025-10-22T21:54:35+09:00",22.5,72,1956
"2025-10-22T21:55:35+09:00",22.5,71.9,1955
"2025-10-22T21:56:35+09:00",22.5,71.9,1957
"2025-10-22T21:57:35+09:00",22.5,72.1,1959
"2025-10-22T21:58:35+09:00",22.5,72.2,1968
"2025-10-22T21:59:35+09:00",22.5,72.2,1967
"2025-10-22T22:00:35+09:00",22.6,71.9,1969
"2025-10-22T22:01:34+09:00",22.6,71.9,1974
"2025-10-22T22:02:34+09:00",22.6,71.7,1976
"2025-10-22T22:03:34+09:00",22.6,71.5,1979
"2025-10-22T22:04:34+09:00",22.6,71.3,1980
"2025-10-22T22:05:34+09:00",22.6,71.1,1979
"2025-10-22T22:06:34+09:00",22.6,71,1976
"2025-10-22T22:07:34+09:00",22.6,71,1975
"2025-10-22T22:08:34+09:00",22.6,71,1976
"2025-10-22T22:09:34+09:00",22.6,70.9,1982
"2025-10-22T22:10:34+09:00",22.6,70.9,1988
"2025-10-22T22:11:34+09:00",22.6,70.7,1990
"2025-10-22T22:12:33+09:00",22.6,70.8,2003
"2025-10-22T22:13:33+09:00",22.6,71,2001
"2025-10-22T22:14:33+09:00",22.6,71.2,2008
"2025-10-22T22:15:33+09:00",22.6,71.2,2010
"2025-10-22T22:16:33+09:00",22.6,71.4,2019
"2025-10-22T22:17:33+09:00",22.6,71.3,2026
"2025-10-22T22:18:33+09:00",22.6,71.3,2037
"2025-10-22T22:19:33+09:00",22.3,70.7,2052
"2025-10-22T22:20:33+09:00",22.2,70.6,2041
"2025-10-22T22:21:32+09:00",22.1,70.7,1999
"2025-10-22T22:22:32+09:00",22.1,70.4,1973
"2025-10-22T22:23:32+09:00",22.1,69.9,1920
"2025-10-22T22:24:32+09:00",22.1,69.3,1864
"2025-10-22T22:25:32+09:00",22,68.4,1781
"2025-10-22T22:26:32+09:00",21.9,68.5,1691
"2025-10-22T22:27:32+09:00",21.8,68.1,1594
"2025-10-22T22:28:32+09:00",21.6,67.9,1489
"2025-10-22T22:29:32+09:00",21.6,67.8,1403
"2025-10-22T22:30:32+09:00",21.5,67.5,1324
"2025-10-22T22:31:32+09:00",21.5,67.3,1251
"2025-10-22T22:32:31+09:00",21.4,67.2,1188
"2025-10-22T22:33:31+09:00",21.4,67.1,1141
"2025-10-22T22:34:31+09:00",21.4,66.7,1101
"2025-10-22T22:35:31+09:00",21.4,66.6,1059
"2025-10-22T22:36:31+09:00",21.3,66.6,1033
"2025-10-22T22:37:31+09:00",21.3,66.4,998
"2025-10-22T22:38:31+09:00",21.3,66.4,957
"2025-10-22T22:39:31+09:00",21.2,66.2,943
"2025-10-22T22:40:30+09:00",21.3,66,909
"2025-10-22T22:41:30+09:00",21.2,65.8,901
"2025-10-22T22:42:30+09:00",21.2,65.7,872
"2025-10-22T22:43:30+09:00",21.2,65.7,856
"2025-10-22T22:44:30+09:00",21.1,65.6,839
"2025-10-22T22:45:30+09:00",21.1,65.7,819
"2025-10-22T22:46:30+09:00",21.1,65.5,806
"2025-10-22T22:47:30+09:00",21.1,65.4,794
"2025-10-22T22:48:30+09:00",21.1,65.4,780
"2025-10-22T22:49:31+09:00",21.1,65.3,771
"2025-10-22T22:50:31+09:00",21,65.2,757
"2025-10-22T22:51:30+09:00",21,65.2,754
"2025-10-22T22:52:30+09:00",21,65.1,744
"2025-10-22T22:53:30+09:00",21,65.1,735
"2025-10-22T22:54:30+09:00",21,65,728
"2025-10-22T22:55:30+09:00",21,64.9,720
"2025-10-22T22:56:30+09:00",21,64.9,712
"2025-10-22T22:57:30+09:00",21,64.8,709
"2025-10-22T22:58:30+09:00",21,64.8,704
"2025-10-22T22:59:30+09:00",21,64.7,695
"2025-10-22T23:00:30+09:00",20.9,64.8,693
"2025-10-22T23:01:30+09:00",21,64.7,689
"2025-10-22T23:02:29+09:00",21,64.7,689
"2025-10-22T23:03:29+09:00",20.9,64.6,681
"2025-10-22T23:04:29+09:00",20.9,64.6,681
"2025-10-22T23:05:29+09:00",20.9,64.5,676
"2025-10-22T23:06:29+09:00",20.9,64.6,671
"2025-10-22T23:07:29+09:00",20.9,64.4,669
"2025-10-22T23:08:29+09:00",20.9,64.4,664
"2025-10-22T23:09:29+09:00",20.9,64.3,654
"2025-10-22T23:10:29+09:00",20.9,64.3,648
"2025-10-22T23:11:28+09:00",20.8,64.4,646
"2025-10-22T23:12:28+09:00",20.8,64.3,644
"2025-10-22T23:13:28+09:00",20.8,64.4,639
"2025-10-22T23:14:28+09:00",20.8,64.4,639
"2025-10-22T23:15:28+09:00",20.8,64.4,638
"2025-10-22T23:16:28+09:00",20.8,64.2,632
"2025-10-22T23:17:28+09:00",20.8,64.3,627
"2025-10-22T23:18:28+09:00",20.8,64.3,623
"2025-10-22T23:19:28+09:00",20.8,64.3,623
"2025-10-22T23:20:28+09:00",20.8,64.2,624
"2025-10-22T23:21:27+09:00",20.7,64.1,617
"2025-10-22T23:22:28+09:00",20.8,64,618
"2025-10-22T23:23:27+09:00",20.8,64,614
"2025-10-22T23:24:27+09:00",20.7,64.1,611
"2025-10-22T23:25:27+09:00",20.7,64.2,607
"2025-10-22T23:26:27+09:00",20.7,64.1,608
"2025-10-22T23:27:27+09:00",20.7,64.1,609
"2025-10-22T23:28:27+09:00",20.7,64,606
"2025-10-22T23:29:28+09:00",20.7,64.2,605
"2025-10-22T23:30:27+09:00",20.7,64.1,604
"2025-10-22T23:31:28+09:00",20.7,63.9,601
"2025-10-22T23:32:28+09:00",20.7,64,601
"2025-10-22T23:33:27+09:00",20.7,63.9,596
"2025-10-22T23:34:27+09:00",20.7,63.8,595
"2025-10-22T23:35:27+09:00",20.7,63.9,599
"2025-10-22T23:36:27+09:00",20.7,63.9,601
"2025-10-22T23:37:27+09:00",20.7,63.7,601
"2025-10-22T23:38:27+09:00",20.7,63.7,601
"2025-10-22T23:39:28+09:00",20.7,63.7,599
"2025-10-22T23:40:28+09:00",20.7,63.6,597
"2025-10-22T23:41:28+09:00",20.7,63.6,593
"2025-10-22T23:42:28+09:00",20.6,63.5,590
"2025-10-22T23:43:28+09:00",20.6,63.7,587
"2025-10-22T23:44:27+09:00",20.6,63.5,589
"2025-10-22T23:45:28+09:00",20.6,63.5,588
"2025-10-22T23:46:27+09:00",20.6,63.8,587
"2025-10-22T23:47:27+09:00",20.8,63.8,588
"2025-10-22T23:48:27+09:00",21,65.4,598
"2025-10-22T23:49:27+09:00",21.1,65.5,660
"2025-10-22T23:50:27+09:00",21.2,66.5,778
"2025-10-22T23:51:27+09:00",21.3,65.5,890
"2025-10-22T23:52:27+09:00",21.3,65.2,936
"2025-10-22T23:53:27+09:00",21.3,64.5,968
"2025-10-22T23:54:27+09:00",21.3,65,972
"2025-10-22T23:55:27+09:00",21.3,65,970
"2025-10-22T23:56:26+09:00",21.4,64.8,967
"2025-10-22T23:57:26+09:00",21.4,64.6,961
"2025-10-22T23:58:26+09:00",21.4,64.6,948
"2025-10-22T23:59:27+09:00",21.4,64.5,933
